Timestamp,Level,day_of_week,hour_of_day,month_of_year,year,Rain
2023-03-25 17:00:00,3.0533333333333332,5,17,3,2023,0.0
2023-03-25 18:00:00,2.865,5,18,3,2023,0.0
2023-03-25 19:00:00,2.865,5,19,3,2023,0.0
2023-03-25 20:00:00,2.6783333333333332,5,20,3,2023,0.0
2023-03-25 21:00:00,2.7099999999999995,5,21,3,2023,0.0
2023-03-25 22:00:00,2.6149999999999998,5,22,3,2023,0.0
2023-03-25 23:00:00,2.7616666666666667,5,23,3,2023,0.0
2023-03-26 00:00:00,2.6166666666666667,6,0,3,2023,0.0
2023-03-26 01:00:00,2.4499999999999997,6,1,3,2023,0.0
2023-03-26 02:00:00,2.47,6,2,3,2023,0.0
2023-03-26 03:00:00,2.356666666666667,6,3,3,2023,0.0
2023-03-26 04:00:00,2.262,6,4,3,2023,0.0
2023-03-26 05:00:00,2.2600000000000002,6,5,3,2023,0.0
2023-03-26 06:00:00,2.28,6,6,3,2023,0.0
2023-03-26 07:00:00,2.265,6,7,3,2023,0.0
2023-03-26 08:00:00,2.4716666666666667,6,8,3,2023,0.0
2023-03-26 09:00:00,2.5833333333333335,6,9,3,2023,0.0
2023-03-26 10:00:00,2.7099999999999995,6,10,3,2023,0.0
2023-03-26 11:00:00,2.7716666666666665,6,11,3,2023,0.02
2023-03-26 12:00:00,2.9599999999999995,6,12,3,2023,0.0
2023-03-26 13:00:00,2.981666666666667,6,13,3,2023,0.0
2023-03-26 14:00:00,3.0216666666666665,6,14,3,2023,0.0
2023-03-26 15:00:00,2.94,6,15,3,2023,0.0
2023-03-26 16:00:00,3.025,6,16,3,2023,0.0
2023-03-26 17:00:00,3.0016666666666665,6,17,3,2023,0.0
2023-03-26 18:00:00,2.7916666666666665,6,18,3,2023,0.0
2023-03-26 19:00:00,3.0849999999999995,6,19,3,2023,0.0
2023-03-26 20:00:00,2.888333333333333,6,20,3,2023,0.0
2023-03-26 21:00:00,2.788,6,21,3,2023,0.0
2023-03-26 22:00:00,3.1366666666666667,6,22,3,2023,0.0
2023-03-26 23:00:00,3.013333333333333,6,23,3,2023,0.0
2023-03-27 00:00:00,2.6766666666666663,0,0,3,2023,0.0
2023-03-27 01:00:00,2.7099999999999995,0,1,3,2023,0.0
2023-03-27 02:00:00,2.4283333333333332,0,2,3,2023,0.0
2023-03-27 03:00:00,2.262,0,3,3,2023,0.0
2023-03-27 04:00:00,2.226,0,4,3,2023,0.0
2023-03-27 05:00:00,2.274,0,5,3,2023,0.0
2023-03-27 06:00:00,2.4983333333333335,0,6,3,2023,0.0
2023-03-27 07:00:00,2.8233333333333337,0,7,3,2023,0.0
2023-03-27 08:00:00,2.7916666666666665,0,8,3,2023,0.0
2023-03-27 09:00:00,2.702,0,9,3,2023,0.0
2023-03-27 10:00:00,2.6266666666666665,0,10,3,2023,0.0
2023-03-27 11:00:00,2.74,0,11,3,2023,0.0
2023-03-27 12:00:00,2.72,0,12,3,2023,0.0
2023-03-27 13:00:00,3.0,0,13,3,2023,0.0
2023-03-27 14:00:00,2.94,0,14,3,2023,0.0
2023-03-27 15:00:00,2.938333333333333,0,15,3,2023,0.0
2023-03-27 16:00:00,3.0833333333333335,0,16,3,2023,0.0
2023-03-27 17:00:00,2.6999999999999997,0,17,3,2023,0.0
2023-03-27 18:00:00,2.856666666666667,0,18,3,2023,0.0
2023-03-27 19:00:00,2.918333333333333,0,19,3,2023,0.0
2023-03-27 20:00:00,3.1366666666666667,0,20,3,2023,0.0
2023-03-27 21:00:00,3.033333333333333,0,21,3,2023,0.0
2023-03-27 22:00:00,3.1266666666666665,0,22,3,2023,0.0
2023-03-27 23:00:00,2.99,0,23,3,2023,0.06
2023-03-28 00:00:00,2.7416666666666667,1,0,3,2023,0.0
2023-03-28 01:00:00,2.6466666666666665,1,1,3,2023,0.0
2023-03-28 02:00:00,2.5116666666666667,1,2,3,2023,0.0
2023-03-28 03:00:00,2.39,1,3,3,2023,0.0
2023-03-28 04:00:00,2.42,1,4,3,2023,0.0
2023-03-28 05:00:00,2.355,1,5,3,2023,0.0
2023-03-28 06:00:00,2.5140000000000002,1,6,3,2023,0.0
2023-03-28 07:00:00,2.914,1,7,3,2023,0.0
2023-03-28 08:00:00,2.7216666666666662,1,8,3,2023,0.0
2023-03-28 09:00:00,2.845,1,9,3,2023,0.0
2023-03-28 10:00:00,2.865,1,10,3,2023,0.0
2023-03-28 11:00:00,2.731666666666667,1,11,3,2023,0.0
2023-03-28 12:00:00,2.813333333333333,1,12,3,2023,0.0
2023-03-28 13:00:00,2.874,1,13,3,2023,0.0
2023-03-28 14:00:00,2.895,1,14,3,2023,0.0
2023-03-28 15:00:00,2.702,1,15,3,2023,0.0
2023-03-28 16:00:00,2.8233333333333337,1,16,3,2023,0.0
2023-03-28 17:00:00,2.668333333333333,1,17,3,2023,0.0
2023-03-28 18:00:00,2.7516666666666665,1,18,3,2023,0.0
2023-03-28 19:00:00,3.3966666666666665,1,19,3,2023,0.0
2023-03-28 20:00:00,2.97,1,20,3,2023,0.0
2023-03-28 21:00:00,3.1266666666666665,1,21,3,2023,0.0
2023-03-28 22:00:00,3.1999999999999997,1,22,3,2023,0.0
2023-03-28 23:00:00,2.902,1,23,3,2023,0.0
2023-03-29 00:00:00,2.7416666666666667,2,0,3,2023,0.0
2023-03-29 01:00:00,2.6766666666666663,2,1,3,2023,0.0
2023-03-29 02:00:00,2.4283333333333332,2,2,3,2023,0.0
2023-03-29 03:00:00,2.3850000000000002,2,3,3,2023,0.0
2023-03-29 04:00:00,2.46,2,4,3,2023,0.0
2023-03-29 05:00:00,2.4259999999999997,2,5,3,2023,0.0
2023-03-29 06:00:00,2.5833333333333335,2,6,3,2023,0.0
2023-03-29 07:00:00,2.813333333333333,2,7,3,2023,0.0
2023-03-29 08:00:00,2.6983333333333337,2,8,3,2023,0.0
2023-03-29 09:00:00,2.6366666666666667,2,9,3,2023,0.0
2023-03-29 10:00:00,2.838,2,10,3,2023,0.0
2023-03-29 11:00:00,3.0016666666666665,2,11,3,2023,0.0
2023-03-29 12:00:00,2.9283333333333332,2,12,3,2023,0.0
2023-03-29 13:00:00,2.662,2,13,3,2023,0.0
2023-03-29 14:00:00,2.74,2,14,3,2023,0.0
2023-03-29 15:00:00,2.776,2,15,3,2023,0.0
2023-03-29 16:00:00,2.618333333333333,2,16,3,2023,0.0
2023-03-29 17:00:00,2.6783333333333332,2,17,3,2023,0.0
2023-03-29 18:00:00,3.17,2,18,3,2023,0.0
2023-03-29 19:00:00,2.7616666666666667,2,19,3,2023,0.0
2023-03-29 20:00:00,2.8016666666666663,2,20,3,2023,0.0
2023-03-29 21:00:00,2.9266666666666663,2,21,3,2023,0.0
2023-03-29 22:00:00,2.9483333333333337,2,22,3,2023,0.0
2023-03-29 23:00:00,2.8249999999999997,2,23,3,2023,0.0
2023-03-30 00:00:00,2.75,3,0,3,2023,0.0
2023-03-30 01:00:00,2.524,3,1,3,2023,0.0
2023-03-30 02:00:00,2.4099999999999997,3,2,3,2023,0.0
2023-03-30 03:00:00,2.4899999999999998,3,3,3,2023,0.0
2023-03-30 04:00:00,2.476,3,4,3,2023,0.0
2023-03-30 05:00:00,2.52,3,5,3,2023,0.0
2023-03-30 06:00:00,2.5740000000000003,3,6,3,2023,0.0
2023-03-30 07:00:00,2.8249999999999997,3,7,3,2023,0.0
2023-03-30 08:00:00,2.7716666666666665,3,8,3,2023,0.0
2023-03-30 09:00:00,2.595,3,9,3,2023,0.0
2023-03-30 10:00:00,2.6366666666666667,3,10,3,2023,0.0
2023-03-30 11:00:00,2.7516666666666665,3,11,3,2023,0.0
2023-03-30 12:00:00,2.9259999999999997,3,12,3,2023,0.0
2023-03-30 13:00:00,2.6366666666666667,3,13,3,2023,0.0
2023-03-30 14:00:00,2.6783333333333332,3,14,3,2023,0.0
2023-03-30 15:00:00,2.8533333333333335,3,15,3,2023,0.0
2023-03-30 16:00:00,2.865,3,16,3,2023,0.0
2023-03-30 17:00:00,3.105,3,17,3,2023,0.0
2023-03-30 18:00:00,2.7516666666666665,3,18,3,2023,0.0
2023-03-30 19:00:00,2.793333333333333,3,19,3,2023,0.0
2023-03-30 20:00:00,2.875,3,20,3,2023,0.0
2023-03-30 21:00:00,2.98,3,21,3,2023,0.0
2023-03-30 22:00:00,3.1466666666666665,3,22,3,2023,0.0
2023-03-30 23:00:00,2.938333333333333,3,23,3,2023,0.0
2023-03-31 00:00:00,2.76,4,0,3,2023,0.0
2023-03-31 01:00:00,2.738,4,1,3,2023,0.0
2023-03-31 02:00:00,2.4283333333333332,4,2,3,2023,0.0
2023-03-31 03:00:00,2.2816666666666667,4,3,3,2023,0.0
2023-03-31 04:00:00,2.356666666666667,4,4,3,2023,0.0
2023-03-31 05:00:00,2.31,4,5,3,2023,0.0
2023-03-31 06:00:00,2.585,4,6,3,2023,0.0
2023-03-31 07:00:00,2.731666666666667,4,7,3,2023,0.0
2023-03-31 08:00:00,2.8249999999999997,4,8,3,2023,0.0
2023-03-31 09:00:00,2.78,4,9,3,2023,0.0
2023-03-31 10:00:00,2.726,4,10,3,2023,0.0
2023-03-31 11:00:00,2.918333333333333,4,11,3,2023,0.0
2023-03-31 12:00:00,2.9259999999999997,4,12,3,2023,0.0
2023-03-31 13:00:00,3.0,4,13,3,2023,0.0
2023-03-31 14:00:00,3.115,4,14,3,2023,0.0
2023-03-31 15:00:00,2.964,4,15,3,2023,0.0
2023-03-31 16:00:00,2.855,4,16,3,2023,0.0
2023-03-31 17:00:00,2.9166666666666665,4,17,3,2023,0.0
2023-03-31 18:00:00,3.355,4,18,3,2023,0.0
2023-03-31 19:00:00,2.9583333333333335,4,19,3,2023,0.0
2023-03-31 20:00:00,2.73,4,20,3,2023,0.0
2023-03-31 21:00:00,2.914,4,21,3,2023,0.0
2023-03-31 22:00:00,2.8766666666666665,4,22,3,2023,0.0
2023-03-31 23:00:00,2.8766666666666665,4,23,3,2023,0.0
2023-04-01 00:00:00,2.938333333333333,5,0,4,2023,0.0
2023-04-01 01:00:00,2.67,5,1,4,2023,0.0
2023-04-01 02:00:00,2.563333333333333,5,2,4,2023,0.0
2023-04-01 03:00:00,2.313333333333333,5,3,4,2023,0.0
2023-04-01 04:00:00,2.28,5,4,4,2023,0.0
2023-04-01 05:00:00,2.27,5,5,4,2023,0.0
2023-04-01 06:00:00,2.3240000000000003,5,6,4,2023,0.0
2023-04-01 07:00:00,2.5100000000000002,5,7,4,2023,0.0
2023-04-01 08:00:00,2.6875,5,8,4,2023,0.0
2023-04-01 09:00:00,2.731666666666667,5,9,4,2023,0.0
2023-04-01 10:00:00,2.8683333333333336,5,10,4,2023,0.0
2023-04-01 11:00:00,2.855,5,11,4,2023,0.0
2023-04-01 12:00:00,2.9066666666666667,5,12,4,2023,0.0
2023-04-01 13:00:00,2.9166666666666665,5,13,4,2023,0.0
2023-04-01 14:00:00,2.664,5,14,4,2023,0.0
2023-04-01 15:00:00,2.6783333333333332,5,15,4,2023,0.0
2023-04-01 16:00:00,3.0,5,16,4,2023,0.0
2023-04-01 17:00:00,2.763333333333333,5,17,4,2023,0.0
2023-04-01 18:00:00,2.8016666666666663,5,18,4,2023,0.0
2023-04-01 19:00:00,2.7716666666666665,5,19,4,2023,0.0
2023-04-01 20:00:00,2.856666666666667,5,20,4,2023,0.0
2023-04-01 21:00:00,2.726,5,21,4,2023,0.0
2023-04-01 22:00:00,2.76,5,22,4,2023,0.0
2023-04-01 23:00:00,2.67,5,23,4,2023,0.0
2023-04-02 00:00:00,2.6799999999999997,6,0,4,2023,0.0
2023-04-02 01:00:00,2.714,6,1,4,2023,0.0
2023-04-02 02:00:00,2.44,6,2,4,2023,0.0
2023-04-02 03:00:00,2.5,6,3,4,2023,0.0
2023-04-02 04:00:00,2.388,6,4,4,2023,0.0
2023-04-02 05:00:00,2.3033333333333332,6,5,4,2023,0.0
2023-04-02 06:00:00,2.3866666666666667,6,6,4,2023,0.0
2023-04-02 07:00:00,2.27,6,7,4,2023,0.0
2023-04-02 08:00:00,2.478,6,8,4,2023,0.0
2023-04-02 09:00:00,2.73,6,9,4,2023,0.0
2023-04-02 10:00:00,2.7183333333333333,6,10,4,2023,0.0
2023-04-02 11:00:00,3.064,6,11,4,2023,0.0
2023-04-02 12:00:00,2.783333333333333,6,12,4,2023,0.0
2023-04-02 13:00:00,3.0833333333333335,6,13,4,2023,0.0
2023-04-02 14:00:00,3.063333333333333,6,14,4,2023,0.0
2023-04-02 15:00:00,3.0516666666666663,6,15,4,2023,0.0
2023-04-02 16:00:00,2.856666666666667,6,16,4,2023,0.0
2023-04-02 17:00:00,2.9599999999999995,6,17,4,2023,0.0
2023-04-02 18:00:00,2.904,6,18,4,2023,0.0
2023-04-02 19:00:00,2.865,6,19,4,2023,0.0
2023-04-02 20:00:00,2.8866666666666667,6,20,4,2023,0.0
2023-04-02 21:00:00,3.1983333333333337,6,21,4,2023,0.0
2023-04-02 22:00:00,3.0849999999999995,6,22,4,2023,0.0
2023-04-02 23:00:00,2.865,6,23,4,2023,0.0
2023-04-03 00:00:00,2.72,0,0,4,2023,0.0
2023-04-03 01:00:00,2.5749999999999997,0,1,4,2023,0.0
2023-04-03 02:00:00,2.366,0,2,4,2023,0.0
2023-04-03 03:00:00,2.35,0,3,4,2023,0.0
2023-04-03 04:00:00,2.2600000000000002,0,4,4,2023,0.0
2023-04-03 05:00:00,2.2816666666666667,0,5,4,2023,0.0
2023-04-03 06:00:00,2.5780000000000003,0,6,4,2023,0.0
2023-04-03 07:00:00,2.6799999999999997,0,7,4,2023,0.0
2023-04-03 08:00:00,2.783333333333333,0,8,4,2023,0.0
2023-04-03 09:00:00,2.783333333333333,0,9,4,2023,0.0
2023-04-03 10:00:00,2.795,0,10,4,2023,0.0
2023-04-03 11:00:00,2.845,0,11,4,2023,0.0
2023-04-03 12:00:00,3.0400000000000005,0,12,4,2023,0.0
2023-04-03 13:00:00,2.9499999999999997,0,13,4,2023,0.0
2023-04-03 14:00:00,2.78,0,14,4,2023,0.0
2023-04-03 15:00:00,2.8349999999999995,0,15,4,2023,0.0
2023-04-03 16:00:00,2.783333333333333,0,16,4,2023,0.0
2023-04-03 17:00:00,2.731666666666667,0,17,4,2023,0.0
2023-04-03 18:00:00,2.7716666666666665,0,18,4,2023,0.0
2023-04-03 19:00:00,3.0549999999999997,0,19,4,2023,0.0
2023-04-03 20:00:00,2.88,0,20,4,2023,0.0
2023-04-03 21:00:00,3.033333333333333,0,21,4,2023,0.0
2023-04-03 22:00:00,3.065,0,22,4,2023,0.0
2023-04-03 23:00:00,2.8966666666666665,0,23,4,2023,0.0
2023-04-04 00:00:00,2.6799999999999997,1,0,4,2023,0.0
2023-04-04 01:00:00,2.606666666666667,1,1,4,2023,0.0
2023-04-04 02:00:00,2.4066666666666667,1,2,4,2023,0.0
2023-04-04 03:00:00,2.3649999999999998,1,3,4,2023,0.0
2023-04-04 04:00:00,2.395,1,4,4,2023,0.0
2023-04-04 05:00:00,2.2733333333333334,1,5,4,2023,0.0
2023-04-04 06:00:00,2.6783333333333332,1,6,4,2023,0.0
2023-04-04 07:00:00,2.914,1,7,4,2023,0.0
2023-04-04 08:00:00,2.9583333333333335,1,8,4,2023,0.0
2023-04-04 09:00:00,2.8966666666666665,1,9,4,2023,0.0
2023-04-04 10:00:00,2.776,1,10,4,2023,0.0
2023-04-04 11:00:00,2.605,1,11,4,2023,0.0
2023-04-04 12:00:00,2.865,1,12,4,2023,0.0
2023-04-04 13:00:00,2.6599999999999997,1,13,4,2023,0.0
2023-04-04 14:00:00,2.8120000000000003,1,14,4,2023,0.0
2023-04-04 15:00:00,2.6999999999999997,1,15,4,2023,0.0
2023-04-04 16:00:00,2.625,1,16,4,2023,0.0
2023-04-04 17:00:00,3.0933333333333333,1,17,4,2023,0.0
2023-04-04 18:00:00,2.6599999999999997,1,18,4,2023,0.0
2023-04-04 19:00:00,3.0116666666666667,1,19,4,2023,0.0
2023-04-04 20:00:00,2.92,1,20,4,2023,0.0
2023-04-04 21:00:00,2.9599999999999995,1,21,4,2023,0.0
2023-04-04 22:00:00,3.095,1,22,4,2023,0.0
2023-04-04 23:00:00,2.875,1,23,4,2023,0.0
2023-04-05 00:00:00,2.664,2,0,4,2023,0.0
2023-04-05 01:00:00,2.69,2,1,4,2023,0.0
2023-04-05 02:00:00,2.48,2,2,4,2023,0.0
2023-04-05 03:00:00,2.335,2,3,4,2023,0.0
2023-04-05 04:00:00,2.214,2,4,4,2023,0.0
2023-04-05 05:00:00,2.1999999999999997,2,5,4,2023,0.0
2023-04-05 06:00:00,2.364,2,6,4,2023,0.0
2023-04-05 07:00:00,2.905,2,7,4,2023,0.0
2023-04-05 08:00:00,2.73,2,8,4,2023,0.0
2023-04-05 09:00:00,2.77,2,9,4,2023,0.0
2023-04-05 10:00:00,3.098,2,10,4,2023,0.0
2023-04-05 11:00:00,2.78,2,11,4,2023,0.0
2023-04-05 12:00:00,2.7399999999999998,2,12,4,2023,0.0
2023-04-05 13:00:00,2.6783333333333332,2,13,4,2023,0.0
2023-04-05 14:00:00,2.5416666666666665,2,14,4,2023,0.02
2023-04-05 15:00:00,3.1999999999999997,2,15,4,2023,0.04
2023-04-05 16:00:00,3.2099999999999995,2,16,4,2023,0.0
2023-04-05 17:00:00,2.981666666666667,2,17,4,2023,0.0
2023-04-05 18:00:00,3.025,2,18,4,2023,0.02
2023-04-05 19:00:00,2.99,2,19,4,2023,0.02
2023-04-05 20:00:00,3.138333333333333,2,20,4,2023,0.02
2023-04-05 21:00:00,3.658333333333333,2,21,4,2023,0.0
2023-04-05 22:00:00,3.2380000000000004,2,22,4,2023,0.0
2023-04-05 23:00:00,2.97,2,23,4,2023,0.0
2023-04-06 00:00:00,2.7616666666666667,3,0,4,2023,0.0
2023-04-06 01:00:00,2.6350000000000002,3,1,4,2023,0.0
2023-04-06 02:00:00,2.4899999999999998,3,2,4,2023,0.0
2023-04-06 03:00:00,2.392,3,3,4,2023,0.0
2023-04-06 04:00:00,2.4099999999999997,3,4,4,2023,0.0
2023-04-06 05:00:00,2.4,3,5,4,2023,0.0
2023-04-06 06:00:00,2.8259999999999996,3,6,4,2023,0.0
2023-04-06 07:00:00,3.1483333333333334,3,7,4,2023,0.0
2023-04-06 08:00:00,3.214,3,8,4,2023,0.0
2023-04-06 09:00:00,2.7516666666666665,3,9,4,2023,0.0
2023-04-06 10:00:00,2.9283333333333332,3,10,4,2023,0.0
2023-04-06 11:00:00,2.783333333333333,3,11,4,2023,0.0
2023-04-06 12:00:00,2.638333333333333,3,12,4,2023,0.02
2023-04-06 13:00:00,2.73,3,13,4,2023,0.0
2023-04-06 14:00:00,2.75,3,14,4,2023,0.0
2023-04-06 15:00:00,2.7516666666666665,3,15,4,2023,0.04
2023-04-06 16:00:00,2.8233333333333337,3,16,4,2023,0.0
2023-04-06 17:00:00,2.8983333333333334,3,17,4,2023,0.0
2023-04-06 18:00:00,3.1466666666666665,3,18,4,2023,0.02
2023-04-06 19:00:00,3.625,3,19,4,2023,0.0
2023-04-06 20:00:00,3.23,3,20,4,2023,0.0
2023-04-06 21:00:00,3.17,3,21,4,2023,0.0
2023-04-06 22:00:00,2.918333333333333,3,22,4,2023,0.06
2023-04-06 23:00:00,3.8016666666666663,3,23,4,2023,0.0
2023-04-07 00:00:00,3.638333333333333,4,0,4,2023,0.02
2023-04-07 01:00:00,3.981666666666667,4,1,4,2023,0.12
2023-04-07 02:00:00,8.835,4,2,4,2023,0.16
2023-04-07 03:00:00,11.395000000000001,4,3,4,2023,0.04
2023-04-07 04:00:00,7.271666666666667,4,4,4,2023,0.0
2023-04-07 05:00:00,5.938,4,5,4,2023,0.0
2023-04-07 06:00:00,5.065,4,6,4,2023,0.0
2023-04-07 07:00:00,4.335,4,7,4,2023,0.0
2023-04-07 08:00:00,4.109999999999999,4,8,4,2023,0.02
2023-04-07 09:00:00,3.98,4,9,4,2023,0.0
2023-04-07 10:00:00,3.845,4,10,4,2023,0.0
2023-04-07 11:00:00,3.875,4,11,4,2023,0.0
2023-04-07 12:00:00,3.8216666666666668,4,12,4,2023,0.0
2023-04-07 13:00:00,3.8366666666666664,4,13,4,2023,0.0
2023-04-07 14:00:00,3.735,4,14,4,2023,0.0
2023-04-07 15:00:00,3.6983333333333337,4,15,4,2023,0.0
2023-04-07 16:00:00,3.53,4,16,4,2023,0.04
2023-04-07 17:00:00,4.221666666666667,4,17,4,2023,0.1
2023-04-07 18:00:00,5.678333333333334,4,18,4,2023,0.02
2023-04-07 19:00:00,5.73,4,19,4,2023,0.04
2023-04-07 20:00:00,5.489999999999999,4,20,4,2023,0.0
2023-04-07 21:00:00,4.916666666666667,4,21,4,2023,0.0
2023-04-07 22:00:00,4.5216666666666665,4,22,4,2023,0.0
2023-04-07 23:00:00,4.198333333333333,4,23,4,2023,0.0
2023-04-08 00:00:00,4.04,5,0,4,2023,0.0
2023-04-08 01:00:00,3.8016666666666663,5,1,4,2023,0.0
2023-04-08 02:00:00,3.678,5,2,4,2023,0.0
2023-04-08 03:00:00,3.5833333333333335,5,3,4,2023,0.0
2023-04-08 04:00:00,3.48,5,4,4,2023,0.0
2023-04-08 05:00:00,3.4299999999999997,5,5,4,2023,0.0
2023-04-08 06:00:00,3.4,5,6,4,2023,0.0
2023-04-08 07:00:00,3.3800000000000003,5,7,4,2023,0.0
2023-04-08 08:00:00,3.4,5,8,4,2023,0.0
2023-04-08 09:00:00,3.3333333333333335,5,9,4,2023,0.0
2023-04-08 10:00:00,3.3683333333333336,5,10,4,2023,0.0
2023-04-08 11:00:00,3.4599999999999995,5,11,4,2023,0.0
2023-04-08 12:00:00,3.47,5,12,4,2023,0.0
2023-04-08 13:00:00,3.4,5,13,4,2023,0.0
2023-04-08 14:00:00,3.1799999999999997,5,14,4,2023,0.0
2023-04-08 15:00:00,3.226,5,15,4,2023,0.0
2023-04-08 16:00:00,3.3019999999999996,5,16,4,2023,0.0
2023-04-08 17:00:00,3.345,5,17,4,2023,0.0
2023-04-08 18:00:00,3.3233333333333337,5,18,4,2023,0.0
2023-04-08 19:00:00,3.19,5,19,4,2023,0.0
2023-04-08 20:00:00,3.015,5,20,4,2023,0.0
2023-04-08 21:00:00,3.105,5,21,4,2023,0.0
2023-04-08 22:00:00,3.1366666666666667,5,22,4,2023,0.0
2023-04-08 23:00:00,3.0533333333333332,5,23,4,2023,0.0
2023-04-09 00:00:00,3.0533333333333332,6,0,4,2023,0.0
2023-04-09 01:00:00,2.97,6,1,4,2023,0.0
2023-04-09 02:00:00,2.845,6,2,4,2023,0.0
2023-04-09 03:00:00,2.765,6,3,4,2023,0.0
2023-04-09 04:00:00,2.74,6,4,4,2023,0.0
2023-04-09 05:00:00,2.738,6,5,4,2023,0.0
2023-04-09 06:00:00,2.69,6,6,4,2023,0.0
2023-04-09 07:00:00,2.7733333333333334,6,7,4,2023,0.0
2023-04-09 08:00:00,2.81,6,8,4,2023,0.0
2023-04-09 09:00:00,3.0,6,9,4,2023,0.0
2023-04-09 10:00:00,3.088,6,10,4,2023,0.0
2023-04-09 11:00:00,3.356666666666667,6,11,4,2023,0.0
2023-04-09 12:00:00,3.4283333333333332,6,12,4,2023,0.0
2023-04-09 13:00:00,3.48,6,13,4,2023,0.0
2023-04-09 14:00:00,3.125,6,14,4,2023,0.0
2023-04-09 15:00:00,3.01,6,15,4,2023,0.0
2023-04-09 16:00:00,2.9599999999999995,6,16,4,2023,0.0
2023-04-09 17:00:00,2.98,6,17,4,2023,0.0
2023-04-09 18:00:00,3.012,6,18,4,2023,0.0
2023-04-09 19:00:00,2.908333333333333,6,19,4,2023,0.0
2023-04-09 20:00:00,3.168333333333333,6,20,4,2023,0.0
2023-04-09 21:00:00,3.2816666666666667,6,21,4,2023,0.0
2023-04-09 22:00:00,3.26,6,22,4,2023,0.0
2023-04-09 23:00:00,3.1783333333333332,6,23,4,2023,0.0
2023-04-10 00:00:00,3.043333333333333,0,0,4,2023,0.0
2023-04-10 01:00:00,2.7900000000000005,0,1,4,2023,0.0
2023-04-10 02:00:00,2.6599999999999997,0,2,4,2023,0.0
2023-04-10 03:00:00,2.56,0,3,4,2023,0.0
2023-04-10 04:00:00,2.5833333333333335,0,4,4,2023,0.0
2023-04-10 05:00:00,2.6149999999999998,0,5,4,2023,0.0
2023-04-10 06:00:00,2.75,0,6,4,2023,0.0
2023-04-10 07:00:00,3.106666666666667,0,7,4,2023,0.0
2023-04-10 08:00:00,3.013333333333333,0,8,4,2023,0.0
2023-04-10 09:00:00,3.0500000000000003,0,9,4,2023,0.0
2023-04-10 10:00:00,2.9499999999999997,0,10,4,2023,0.0
2023-04-10 11:00:00,3.0,0,11,4,2023,0.0
2023-04-10 12:00:00,3.0759999999999996,0,12,4,2023,0.0
2023-04-10 13:00:00,3.0933333333333333,0,13,4,2023,0.0
2023-04-10 14:00:00,3.065,0,14,4,2023,0.0
2023-04-10 15:00:00,3.0533333333333332,0,15,4,2023,0.0
2023-04-10 16:00:00,3.052,0,16,4,2023,0.0
2023-04-10 17:00:00,3.0116666666666667,0,17,4,2023,0.0
2023-04-10 18:00:00,3.1283333333333334,0,18,4,2023,0.0
2023-04-10 19:00:00,3.0516666666666663,0,19,4,2023,0.0
2023-04-10 20:00:00,3.0733333333333337,0,20,4,2023,0.0
2023-04-10 21:00:00,3.0849999999999995,0,21,4,2023,0.0
2023-04-10 22:00:00,3.23,0,22,4,2023,0.0
2023-04-10 23:00:00,2.9616666666666664,0,23,4,2023,0.0
2023-04-11 00:00:00,2.9066666666666667,1,0,4,2023,0.0
2023-04-11 01:00:00,2.811666666666667,1,1,4,2023,0.0
2023-04-11 02:00:00,2.588,1,2,4,2023,0.0
2023-04-11 03:00:00,2.4899999999999998,1,3,4,2023,0.0
2023-04-11 04:00:00,2.5,1,4,4,2023,0.0
2023-04-11 05:00:00,2.588,1,5,4,2023,0.0
2023-04-11 06:00:00,2.658333333333333,1,6,4,2023,0.0
2023-04-11 07:00:00,2.98,1,7,4,2023,0.0
2023-04-11 08:00:00,2.918333333333333,1,8,4,2023,0.0
2023-04-11 09:00:00,2.8259999999999996,1,9,4,2023,0.0
2023-04-11 10:00:00,2.8783333333333334,1,10,4,2023,0.0
2023-04-11 11:00:00,2.9283333333333332,1,11,4,2023,0.0
2023-04-11 12:00:00,2.905,1,12,4,2023,0.0
2023-04-11 13:00:00,2.978,1,13,4,2023,0.0
2023-04-11 14:00:00,3.043333333333333,1,14,4,2023,0.0
2023-04-11 15:00:00,3.0016666666666665,1,15,4,2023,0.0
2023-04-11 16:00:00,2.9599999999999995,1,16,4,2023,0.0
2023-04-11 17:00:00,2.938333333333333,1,17,4,2023,0.0
2023-04-11 18:00:00,2.8966666666666665,1,18,4,2023,0.0
2023-04-11 19:00:00,2.98,1,19,4,2023,0.0
2023-04-11 20:00:00,3.1366666666666667,1,20,4,2023,0.0
2023-04-11 21:00:00,3.231666666666667,1,21,4,2023,0.0
2023-04-11 22:00:00,3.0733333333333337,1,22,4,2023,0.0
2023-04-11 23:00:00,3.145,1,23,4,2023,0.0
2023-04-12 00:00:00,2.9883333333333333,2,0,4,2023,0.0
2023-04-12 01:00:00,2.77,2,1,4,2023,0.0
2023-04-12 02:00:00,2.54,2,2,4,2023,0.0
2023-04-12 03:00:00,2.39,2,3,4,2023,0.0
2023-04-12 04:00:00,2.38,2,4,4,2023,0.0
2023-04-12 05:00:00,2.366,2,5,4,2023,0.0
2023-04-12 06:00:00,2.6566666666666667,2,6,4,2023,0.0
2023-04-12 07:00:00,2.8899999999999997,2,7,4,2023,0.0
2023-04-12 08:00:00,2.97,2,8,4,2023,0.0
2023-04-12 09:00:00,2.94,2,9,4,2023,0.0
