att_name,sig_event_number,Timestamp,value
545,1,2002-01-05 06:35:00,0.0
545,1,2002-01-05 06:40:00,0.0
545,1,2002-01-05 06:45:00,0.0
545,1,2002-01-05 06:50:00,0.0
545,1,2002-01-05 06:55:00,0.0
545,1,2002-01-05 07:00:00,0.0
545,1,2002-01-05 07:05:00,0.0
545,1,2002-01-05 07:10:00,0.0
545,1,2002-01-05 07:15:00,0.0
545,1,2002-01-05 07:20:00,0.0
545,1,2002-01-05 07:25:00,0.0
545,1,2002-01-05 07:30:00,0.0
545,1,2002-01-05 07:35:00,0.0
545,1,2002-01-05 07:40:00,0.0
545,1,2002-01-05 07:45:00,0.0
545,1,2002-01-05 07:50:00,0.0
545,1,2002-01-05 07:55:00,0.08
545,1,2002-01-05 08:00:00,0.04
545,1,2002-01-05 08:05:00,0.0
545,1,2002-01-05 08:10:00,0.0
545,1,2002-01-05 08:15:00,0.0
545,1,2002-01-05 08:20:00,0.0
545,1,2002-01-05 08:25:00,0.0
545,1,2002-01-05 08:30:00,0.0
545,1,2002-01-05 08:35:00,0.12
545,1,2002-01-05 08:40:00,0.0
545,1,2002-01-05 08:45:00,0.08
545,1,2002-01-05 08:50:00,0.08
545,1,2002-01-05 08:55:00,0.08
545,1,2002-01-05 09:00:00,0.0
545,1,2002-01-05 09:05:00,0.08
545,1,2002-01-05 09:10:00,0.0
545,1,2002-01-05 09:15:00,0.0
545,1,2002-01-05 09:20:00,0.04
545,1,2002-01-05 09:25:00,0.0
545,1,2002-01-05 09:30:00,0.0
545,1,2002-01-05 09:35:00,0.0
545,1,2002-01-05 09:40:00,0.0
545,1,2002-01-05 09:45:00,0.0
545,1,2002-01-05 09:50:00,0.0
545,1,2002-01-05 09:55:00,0.04
545,1,2002-01-05 10:00:00,0.04
545,1,2002-01-05 10:05:00,0.0
545,1,2002-01-05 10:10:00,0.0
545,1,2002-01-05 10:15:00,0.04
545,1,2002-01-05 10:20:00,0.0
545,1,2002-01-05 10:25:00,0.0
545,1,2002-01-05 10:30:00,0.0
545,1,2002-01-05 10:35:00,0.0
545,2,2002-02-21 15:25:00,0.0
545,2,2002-02-21 15:30:00,0.0
545,2,2002-02-21 15:35:00,0.0
545,2,2002-02-21 15:40:00,0.0
545,2,2002-02-21 15:45:00,0.0
545,2,2002-02-21 15:50:00,0.0
545,2,2002-02-21 15:55:00,0.0
545,2,2002-02-21 16:00:00,0.0
545,2,2002-02-21 16:05:00,0.0
545,2,2002-02-21 16:10:00,0.0
545,2,2002-02-21 16:15:00,0.0
545,2,2002-02-21 16:20:00,0.0
545,2,2002-02-21 16:25:00,0.0
545,2,2002-02-21 16:30:00,0.0
545,2,2002-02-21 16:35:00,0.0
545,2,2002-02-21 16:40:00,0.0
545,2,2002-02-21 16:45:00,0.0
545,2,2002-02-21 16:50:00,0.0
545,2,2002-02-21 16:55:00,0.0
545,2,2002-02-21 17:00:00,0.0
545,2,2002-02-21 17:05:00,0.0
545,2,2002-02-21 17:10:00,0.0
